KO_fag	KO_NoFag	KO_fag	KO_NoFag	KO_fag	KO_NoFag	WT_fag	WT_NoFag	WT_fag	WT_NoFag	WT_fag	WT_NoFag
ENSMUSG00000028080	1.44049814421179	2.72661612205092	2.30340108221721	3.26529585342463	2.01581558263463	3.21865619468963	1.87804214027869	2.76938288392899	1.74139572040428	3.40414542024283	2.64369730392287	3.68201668931097
ENSMUSG00000104108	3.57385899696299	4.39062101428449	3.56787018536401	3.64692311012041	4.29339612047445	3.63979056510575	2.85974429509957	2.96155913253831	2.92705654010943	3.65550812254208	4.00468902399465	4.5246013746842
ENSMUSG00000028078	0.214553719480374	1.91054096128249	0.838222740495446	1.34679270051911	1.26307940620703	0.910143120237187	1.32393543905454	1.66465548188025	1.36083117188019	1.30092196921035	1.57725422674184	1.27243612552238
ENSMUSG00000028076	3.92537663181791	4.16104945675085	3.22129790391149	3.71515219249016	4.24714610664531	4.33432003804039	2.88494717829925	4.20807094984432	4.27074122468109	2.96367359879189	3.8648066323206	5.33002919247912
ENSMUSG00000041734	0.714379313894288	0.954730945436683	0.883261795107007	0.802736286785755	0.86473966297913	0.847541639050799	1.34695985159479	1.82466476507523	1.86065676629411	0.917499047642355	0.869594789695793	0.944851680943064
ENSMUSG00000102893	2.35626756189037	1.9669613608187	1.89549221048903	2.42933167504778	1.87697007836115	1.85977205443282	1.64215286002694	2.39154209464853	1.7094651050368	1.92972946302438	1.88182520507781	1.95708209632509
ENSMUSG00000015852	9.52612112812082	10.4864371900321	10.0667628174997	10.5344876998837	10.5084894708558	10.8947967237648	9.56367202107013	10.9999315137964	9.66517286413997	11.3955574623793	11.1091392972167	11.2679668705973
ENSMUSG00000015854	2.58839743860429	3.35049679003176	3.21206645961936	2.67675441149576	2.73875778768913	2.7215597637608	3.22097797630479	2.60575540679366	3.26719363141493	2.79151717235236	3.26611972085714	2.81886980565307
ENSMUSG00000059994	4.05439623402189	5.09416414413774	4.06724544760348	5.27059406455851	3.59219385712206	4.76296998167702	3.24939515452753	3.7379620680718	3.28103822419226	3.96935930656051	4.10470020720363	4.51020997687107
ENSMUSG00000003382	4.3755453572107	4.73108073995314	4.33685108301841	4.81634976658996	4.16097334135188	4.56930614406156	4.72537182702896	4.48488580383791	3.60051170172885	4.80852577794136	4.7134689434409	5.03583758787753
ENSMUSG00000041977	3.31720582371289	3.28475792159939	2.48050019317882	3.24191487889744	2.22087943960077	3.15963693060813	2.37657059549458	2.07310044235878	2.84453177722945	2.64724564921095	2.23543867168076	3.70066123183927
ENSMUSG00000028073	2.95132195243168	3.25827266453827	3.65102061005918	2.31542250735922	3.52663939085452	3.734479043537	1.4852174931683	4.20120063081485	3.91261326048483	3.18606020308067	3.30886678052266	3.36776689119057
ENSMUSG00000005640	1.09963396374361	1.86173331517108	2.34694866395509	1.18799093663508	1.76787187210581	1.23279628890013	1.01517709449424	2.20991941492456	1.0824893395041	1.30275369749168	1.77735624599646	2.15751636978562
ENSMUSG00000028071	2.44532371166581	1.28426659893383	2.01284623070419	1.74663691316291	1.19427531647628	1.17707729254795	0.959458098142068	1.06127293558081	1.02677034315192	1.2470347011395	1.19913044319294	2.10179737343344
ENSMUSG00000004895	2.54443283338783	2.78478446493023	3.1681018544029	3.24715477915931	2.69479318247268	3.95870255831295	2.45997596413847	2.5617908015772	2.52728820914832	3.92820070977085	3.22215511564068	3.60231523942984
ENSMUSG00000004897	5.20607263012745	5.73591282944496	5.05316494211677	3.2238159881862	4.96746341357863	4.97341909521667	5.4208556845785	4.96330050228905	5.75012067238075	5.53428410886347	5.24375684542411	5.31671452321791
ENSMUSG00000019710	5.88057272302952	5.21557715755143	5.8040968986708	6.06761464124616	5.79380085609053	6.26556865296596	5.93484348437211	5.61726000928196	5.27174060498049	5.67595536600062	5.7428917232122	5.79993317298582
ENSMUSG00000004896	3.04788211954003	4.65172530126912	3.74758077716753	4.87267982875287	4.08315408416854	4.26898288740291	3.7596608112625	3.10379399398606	3.77993016101939	4.51545475671417	4.2510812792511	4.64805202206294
ENSMUSG00000048039	4.35370715194605	4.96076365449888	3.56214026534066	4.0395681085087	4.38728247575255	3.4958384016755	3.19095039632455	4.70744957472614	3.58034914211642	3.7117838568765	4.09225335184577	5.56292164475262
ENSMUSG00000004891	3.20459933342073	1.17281248976746	3.44514340735035	1.02081783111653	3.49383306879049	2.60515722895791	4.2617395356561	3.68649333532858	4.78703086409774	3.11956240595935	4.76395772743446	1.99034326426707
ENSMUSG00000004892	1.59123459790782	2.35333394933529	1.76011707912054	2.72347357894656	1.74159494699266	2.28682399866463	1.50677772865845	3.0413363603077	1.57408997366831	1.79435433165589	1.74645007370932	1.8217069649566
ENSMUSG00000028069	6.02781095953581	5.55825043962673	5.03241260468941	4.80299046644412	3.92100165824247	4.85975914924983	4.07669281413628	4.47771777001051	5.02394642674007	5.48158906411253	4.77935072365546	5.23649869751123
ENSMUSG00000028070	5.65486138585581	7.13817377219209	6.36770455091651	7.24170710312136	7.17230691595106	7.14678871303444	7.24720671522394	6.0827331891774	6.15295337054545	6.7455243672036	7.37303600088787	6.48132301543391
ENSMUSG00000051036	2.38086046102697	2.62121209256936	3.34979172433971	2.46921743391843	2.53122081011181	2.51402278618347	2.2964035917776	3.04579282639918	3.0596566538376	2.58398019477503	2.53607593682847	2.61133282807574
ENSMUSG00000028068	1.17173358166074	2.87976892916769	1.35251403836498	1.56798489004492	2.09997880420007	2.35514575453775	2.91566302683986	2.73108023612926	1.88704333610728	2.12944630740555	1.71763932987536	2.83315155619835
ENSMUSG00000001419	4.39768754061452	4.55318136411436	4.80067450506844	4.65939082755804	4.84533533766234	4.74672886828965	4.0735871657878	4.67431789661307	3.86351679129237	4.65706286026715	4.70839341793788	4.82921347866651
ENSMUSG00000096935	3.48320413019145	3.72355576173385	4.10687315120652	3.57156110308292	4.5317298169181	4.17879353094826	3.39874726094208	3.50056209838082	3.46605950595194	4.19451108838459	3.63841960599295	3.71367649724023
ENSMUSG00000097156	2.14138633495534	1.31520372299049	1.24373457266082	1.16320906433957	1.22521244053294	1.20801441660461	0.990395222198732	1.09221005963747	1.75364828425873	2.16122034117808	1.2300675672496	1.30532445849688
ENSMUSG00000010538	3.46097821195648	4.22307756338395	4.08464723297155	4.16370015772795	3.61133856104132	3.59414053711299	3.37652134270711	3.47833618014585	3.44383358771697	4.54734646168646	4.13870049420932	4.51886061799848
ENSMUSG00000001416	6.59383072214213	6.71651106108378	7.39175357877581	6.57519007220892	7.17011313589736	6.99710549964986	6.98533533050259	6.80952880260022	7.03826065958547	7.33986706225205	7.03422309743842	6.54046968267376
ENSMUSG00000001418	5.406673224527	5.81752234405882	6.18459656054453	5.62378930616928	6.01490775720267	5.86067374195818	6.29751761459043	5.35869937056319	5.73329679397586	5.78728622765168	6.17339130950029	5.09251739040933
ENSMUSG00000001420	2.07212464448129	2.83422399590876	2.69579366549636	2.16048161737276	3.4213196006068	2.2052869696378	2.70470518218179	2.08948261267066	2.05498002024178	2.27524437822936	2.22734012028279	2.30259701153007
ENSMUSG00000001415	5.29748096688674	5.11670533161354	4.89951922405879	4.84288381041495	5.15794917995747	4.79192190228935	5.47300150706567	5.52964153248535	4.73028609747575	4.95981257387919	3.70960909047398	4.87075549789442
ENSMUSG00000028066	2.22124746806295	3.28757687725101	3.07216122403917	1.67994660834037	3.58636910149547	3.48337813688177	4.12781862847968	3.04169139784877	2.73786708784872	2.67795788517887	3.60227431054428	4.31954185349374
ENSMUSG00000050144	4.79531916307438	4.84309294653241	4.88317343092992	3.50651875009542	4.55345449292358	5.01717412249433	3.24211900832938	3.92957848403799	3.99651470989863	4.85268775796247	4.23121143768294	4.50293383067292
ENSMUSG00000028064	4.38245661520247	3.08825630429739	3.03707500136521	1.88229543391677	3.61877221691638	2.27879928170215	4.50885216557633	3.50893587993362	4.83811715337858	1.89088044633843	3.00483395422337	2.75997369848055
ENSMUSG00000028063	3.1673457861416	2.51508063911326	2.74997244845173	2.53144634106913	2.11718647590437	2.16788658273458	3.9988864514471	1.73359315454994	2.56744125454375	2.1550290389077	3.24362914069529	2.12654319521972
ENSMUSG00000103115	3.24676393436937	3.48711556591176	3.87043295538444	4.37900291540811	3.39712428345421	3.37992625952588	3.16230706512	3.91169629974159	3.22961931012986	3.44988366811744	3.92448621662222	3.47723630141815
ENSMUSG00000074480	1.08356479611537	2.22802426079627	1.70723381713044	3.04156422787369	1.75180270447757	1.77915419687218	1.71614533381587	1.74849716148759	2.5823452614814	2.46733267249839	1.23878027191687	1.31403716316415
ENSMUSG00000028062	5.8963829327266	6.20881584452214	5.84230341589894	6.4001029446262	6.8723864001019	6.40285989563068	7.03969006684104	5.65898325856198	6.67692364216948	6.7063441817103	6.83043564051905	6.40728341865403
ENSMUSG00000008604	4.92697074053943	4.53881015180344	3.24337861204804	4.04193652061755	4.43795335920519	4.44390904084323	4.37253064146038	5.13574534664487	3.9616495259304	4.26213002941614	4.14072354181394	3.5252386125663
ENSMUSG00000041355	7.26633328747534	7.46607644619222	7.65603536381756	7.20828425404651	7.18811373339565	7.03183035775424	6.72678510821665	7.55038405172998	7.80614192378382	7.54217372981515	7.41065962514253	7.34789869557047
ENSMUSG00000028059	5.57074845029778	5.5324550418494	5.69112924831184	5.1588461675311	5.06930716453719	5.64797475797976	4.90084974110837	4.9967814008786	4.76228177922922	6.00714337497401	5.6713013473883	5.64564094715208
ENSMUSG00000049741	3.29798925772455	4.06008860915201	3.46687173893726	4.43022823876328	3.44834960680939	3.43115158288105	3.21353238847518	3.31534722591391	3.28084463348503	4.00929621591768	3.45320473352605	3.52846162477332
ENSMUSG00000028060	4.94195424300838	4.96465261811385	5.20821779537567	4.78915647319058	5.06448827445909	4.79297019747825	5.37677473201741	5.18283038611857	5.42974769689543	5.08684283847174	4.48533897051266	5.07025696282452
ENSMUSG00000028057	4.7343496429246	5.97803194759349	4.95979883545336	4.89318817263909	4.89018392675911	4.9037597819168	5.25232623649704	4.07764443047592	3.06932501146582	4.72718476440214	4.71920513533595	5.00071011094638
ENSMUSG00000068923	3.9284439802472	4.38827285012187	3.94352854258202	4.20437745006629	3.79560904705864	4.214949059344	3.91408937898828	4.3159462393622	3.01608083444698	4.5418132513725	3.69046666154807	4.82843574138289
ENSMUSG00000078684	1.61385342319241	2.68018283238047	1.60786461159343	1.07255256346983	1.65243349894056	1.67978499133517	0.89973872132899	1.64912795595058	0.967050966338846	2.07056384030833	1.6619178728312	2.04207799662036
ENSMUSG00000098912	0.451562158798769	0.584003677612184	0.445573347199783	0.52462627195619	1.17109928231023	1.49460069691756	0.931286045758878	0.486836691556931	0.968181778584533	0.90827257591469	1.43434431790658	0.0523766932334908
ENSMUSG00000054199	3.15550973908247	3.23587218634266	3.34359496269948	3.71368312323718	2.27123869362431	2.71124901171273	1.92843999102978	2.61589946673839	3.41120580982788	2.92756425447222	3.25746017159842	2.97643253105125
ENSMUSG00000068922	3.6033327562454	4.05556958422646	3.88566631256679	4.14651522005106	3.48208840548013	4.05821669454718	3.55308504546272	4.04809810161955	4.00710764492122	3.76426799758645	3.35134295799554	3.90432682452281
ENSMUSG00000065236	6.68510152137204	6.92545315291444	6.85398400258476	6.77345849426351	6.83546187045689	7.38069092212885	7.31768205907255	6.70245948956141	6.66795689713253	7.39640847956518	6.84031699717355	6.91557388842082
ENSMUSG00000068921	3.61168057085331	3.98558476100365	3.79976579447033	3.39734299494285	4.39965241136424	3.69316785928619	3.11480914673969	3.07207029850924	4.07971666061796	3.81867950701997	3.60897544537761	4.61632832658612
ENSMUSG00000028053	4.73146374261641	4.74867116938089	4.43000806169715	3.89248073045757	4.13160734360537	4.03900747729742	4.07152606163563	4.30472485896461	4.28698418945046	4.33668143842718	3.97814583121808	4.35507581511366
ENSMUSG00000041263	2.53063225738145	3.22323575931848	2.81053517238108	2.59200906499849	2.47841846923258	3.02101201453994	1.76180405080757	3.4585859048954	2.27550096550689	2.75943869323319	2.49192402036854	3.39461147301629
ENSMUSG00000059743	2.17065812800174	2.68545976006859	3.02157188397796	3.0037858472791	2.8901952515132	1.67416262054419	2.17358083308818	3.26593989587298	3.32284429334146	2.9247681717707	2.60148815503339	2.59888270142969
ENSMUSG00000028051	2.18929161644939	2.32173313526281	2.18330280485041	1.64799075672681	2.60815947056199	2.25522318459215	3.31320569937102	1.57699175202471	1.54248915959583	3.58388075308739	2.23735606608819	1.79010615088412
ENSMUSG00000068917	4.22875242308296	3.98298446365084	3.72109742176194	4.6223062157524	4.08430127906782	3.98410930482352	3.5851253116214	4.5569785479837	3.90924040077612	4.01255207797279	4.00457244890659	4.56734047908523
ENSMUSG00000028049	6.55377913337939	6.97446561514706	6.6176930612273	6.50755274886845	6.24399428731493	6.40748753741766	6.20694175964536	5.60769514524643	6.22358392241295	6.68973144246158	6.57209186107257	6.0256416073914
ENSMUSG00000032657	2.37629168170956	2.50873320052298	2.99394854930698	2.87887283013424	1.89699419818035	1.87979617425201	3.50020576463119	1.76399181728488	1.72948922485599	1.94975358284357	2.80712170874121	2.80451625513751
ENSMUSG00000028048	6.9379735769954	6.98104345247278	7.51412005977586	7.45316349181311	7.62905807946403	6.71869019716324	7.3603277229974	6.57571147174525	6.96483555383313	7.47278489519266	7.66542004559357	6.5987583947036
ENSMUSG00000064068	4.97544748967956	5.2267570869819	4.94882536167071	4.84304644047493	5.72567798677709	5.01475687248864	5.41409473902616	5.20013409930347	4.93480759614101	5.21527146433839	4.84363255228126	5.8274427931434
ENSMUSG00000105692	4.06144969529884	4.0686419229842	3.84127076610611	3.62274465872352	3.75783986647397	4.24191250427374	4.15240844657693	2.82489147220431	3.30623655923191	4.18420607608415	3.98521957291018	4.42534706674132
ENSMUSG00000028047	1.34420418991809	1.58455582146048	1.51308667113081	1.43256116280956	1.49456453900293	1.4773665150746	1.25974732066872	2.45448964109903	2.02300038272872	2.05551114811123	1.49941966571959	1.57467655696687
ENSMUSG00000042784	2.38393198665148	2.62428361819387	2.5528144678642	2.47228895954295	3.73312694277699	2.51709431180799	3.01651252435198	3.0488643520237	2.36678736241197	2.58705172039954	2.53914746245298	2.61440435370026
ENSMUSG00000042766	1.69117603578173	1.93152766732412	1.86005851699445	1.77953300867319	2.73970172250838	1.82433836093824	2.32375657348223	2.35610840115394	1.67403141154221	1.89429576952979	2.36889831803457	1.9216484028305
ENSMUSG00000042747	6.58637596888907	6.1622026548051	6.68500102317666	6.26054716908514	7.0893549666235	6.53845147870332	7.7978836874399	6.08987604404544	6.86273664704912	6.98400175458089	7.2262088734677	6.80459636699383
ENSMUSG00000042737	5.13740697766533	3.97634986493334	4.98331293360243	5.19878378528237	4.78452392011761	5.62778673482382	5.72844757313578	4.8462836845719	6.43682376153042	5.11976610977397	5.56125869946903	4.79388063943296
ENSMUSG00000027953	6.82625138300072	6.64594710578937	6.8301406487655	6.9310446518579	7.14343822199323	7.26001914873981	6.30163026594558	6.04278343896164	6.78913822481323	7.03808500995062	6.73785956163493	7.40245343860924
ENSMUSG00000028040	2.93696506119965	3.17731669274205	3.56063408221472	3.63968700697113	3.60520296956186	3.07012738635617	2.85250819195029	3.60189742657187	3.61576125401029	3.14008479494772	3.6146873434525	3.16743742824843
ENSMUSG00000097004	2.11843983739383	2.35879146893622	3.36575453760531	2.82116178316531	2.78667774575603	2.25160216255034	2.03398296814446	3.5685415997937	3.26471728979365	2.3215595711419	2.27365531319533	2.34891220444261
ENSMUSG00000028041	6.0275935272036	6.68456752819767	6.8263147108022	6.35707085786957	7.04549565541116	6.77477862876986	6.28737459194294	7.12026691881195	6.7242916494498	7.31483933684386	6.71259500937912	6.8630741854369
ENSMUSG00000042672	1.22429289104207	1.98639224246954	1.84796191205714	1.31264986393354	1.37465324012691	1.35745521619858	2.33367461061624	1.24165085923144	1.20714826680256	1.42741262479014	2.28478075068778	1.45476525809085
ENSMUSG00000028042	3.82523579880471	3.03971147120282	3.41601634382798	3.28471805260019	4.00691506148189	2.54529837997584	3.12347799479555	4.21273805791972	2.9128726530045	3.15527562430278	3.58725848010559	3.094200314843
ENSMUSG00000074466	2.87515104531739	3.63725039674486	3.0440335265301	2.96350801820886	3.02551139440223	3.5707404460742	3.98453276489155	3.5400834106896	2.85800642107787	3.07827077906545	3.9356389049631	3.93303345135939
ENSMUSG00000042642	4.60343030710563	4.81822229768546	4.82435548411168	4.20200895559787	4.6360492878851	4.24420492832389	5.53876310902639	3.91245514844765	4.53299597115873	5.31685126742792	4.88497691333428	4.31104497470417
ENSMUSG00000028044	4.509462416107	3.68327980414215	5.30042968581967	4.14565011837123	4.49145385932641	5.33471667403263	5.19650008813544	5.77229056438808	5.22477217055354	5.28356998707818	4.80562867986122	4.50081057864176
ENSMUSG00000042626	4.5567265755119	4.98138333607528	5.70436205157678	4.45255633268527	4.40063312936361	4.77244642240804	4.53106366984292	4.54473115570071	4.84404974728668	4.74144052643765	4.6786249365009	4.34229893509007
ENSMUSG00000047824	4.95665119693696	4.29314183996142	4.26645061900507	4.91806425001071	4.80672460110556	5.4090530732682	4.79457148281845	4.62549156502136	5.01150632162315	4.83147421521417	4.44527008815806	5.23512103788201
ENSMUSG00000042613	5.68260727444552	6.16714764724173	6.1640046002958	6.53891588493613	6.14389408821252	6.77763479607615	5.50529567192286	6.28097356875634	5.36134189199697	5.85241668557455	5.91207824420341	6.30834823762382
ENSMUSG00000027952	5.26456799836342	5.71680482634448	5.24093233567047	4.3003954004874	4.64754594689182	4.25187957352111	4.30474724429729	3.94789529977693	4.33639031396202	4.67825166307441	4.84829452369137	5.75098764750662
ENSMUSG00000000794	0.228565912487841	0.990665263915311	0.85223493350291	1.36080489352658	1.27709159921449	0.36172823764435	0.144109043238473	0.245923880677211	0.211421288248328	0.431685646235906	0.383781388289343	1.28644831852985
ENSMUSG00000027951	4.57251894122288	4.45723257703795	4.99362044817031	3.92840557364794	4.45395398164388	3.98642857562766	4.00691291080559	4.42083640226282	4.38515187989353	3.58516422979682	4.4729389331252	3.95193626643087
ENSMUSG00000027950	1.17684258870733	2.45586757224537	1.17085377710834	1.67942373713201	2.14506551573514	2.43897325752614	0.462727886843904	1.99728651849315	0.53004013185376	1.63355300582325	1.90988526335473	0.777657123142049
ENSMUSG00000042579	2.4970086053101	2.54201971097127	3.60828241016101	2.82713699850306	2.14412554776237	2.98738836246859	1.01114299178635	3.42496225282405	2.8774438589895	3.11984683028777	2.15608772068143	3.36098782094494
ENSMUSG00000042572	4.26873174423893	3.75713462272256	4.01931630809573	4.31795994537403	4.40150115027037	4.22475754157463	3.66241757420344	4.15881747445309	3.20409812897893	4.06027117704276	3.77872260797832	3.89594283061901
ENSMUSG00000046280	1.82827082323859	2.45772382153346	2.00905127994282	2.22452213162276	0.91209692881619	1.86096237328821	0.677279710481979	1.42666894510356	1.44053277254198	2.14550445611437	0.91695205553285	2.72490823952363
ENSMUSG00000027947	5.83899087027228	6.28994829005763	5.32056055756127	5.94220025473461	5.37990607491174	5.6354291995388	4.56715574580628	5.60158948226143	4.63442857800977	5.63938367807782	5.11410494196232	5.54611976870497
ENSMUSG00000060671	0.516355674094996	0.756707305637388	1.14002469511006	0.604712646986464	0.666716023179838	1.93062539902011	2.26992758963068	1.18128803946721	1.19515186690563	1.22766263228814	1.5768435337407	0.746828041143772
ENSMUSG00000105082	3.87428689731857	4.11463852886097	4.04316937853129	3.96264387021004	4.02464724640341	4.56987629807538	3.7898300280692	3.89164486550794	3.85714227307906	4.07740663106664	4.55200917957142	4.93216930336058
ENSMUSG00000027944	5.99803514346538	5.59106340868332	5.82006024923667	6.12575977405058	5.49034131123033	5.95406094080108	5.52233211962118	5.33774932891058	6.50400965084607	6.08859174587147	5.86404826921147	5.2269983666576
ENSMUSG00000105552	4.24668111195678	3.85737491088512	4.24069230035779	3.7053802522342	4.28526118770493	3.75018560449924	4.72640499891689	4.28195564471494	3.59987865510321	4.32833023753587	4.29474556159557	4.67490568538473
ENSMUSG00000042520	4.84128387307195	5.05312108317626	5.044338253619	4.92266430459973	5.0498642845698	5.02814288505786	4.46836949539202	4.69352815317354	4.88728205472806	4.92710155349478	4.6964634158509	4.55027182303268
ENSMUSG00000098397	7.72193828955242	7.96228992109481	7.89082077076513	7.81029526244388	8.39017619791461	7.85510061470892	8.35451882725292	7.73929625774178	7.7047936653129	8.43324524774556	7.87715376535392	7.95241065660119
ENSMUSG00000027942	5.10584701312316	5.72126624515836	5.51982151994806	5.4782336584719	5.42876201606261	5.82234883867661	5.37635105669827	5.09385159331197	5.52085186250356	5.29056096404891	5.22774537411216	5.55410305658238
ENSMUSG00000118504	3.69355218537247	3.46696204408885	3.26785689436478	3.97854162591162	3.61842295379518	3.11976798771016	3.12992391372747	3.47064395655318	3.16681964655312	3.40431007053632	2.69826447640615	3.60094240448856
ENSMUSG00000118506	1.98326361700532	3.12772308168623	2.15214609821804	2.07162058989679	2.65150152536753	2.11642594216183	2.61584415470583	2.64819598237754	2.66205980981596	3.0696318667353	3.34596412426679	3.04114602304733
ENSMUSG00000027940	7.50382567637508	7.72512608150199	8.03424550731167	7.7450573073117	7.95522628379368	7.88133236920508	7.7448771228133	7.32296670921671	7.38528704640231	7.82847652567333	7.7446825418157	7.57515451616478
ENSMUSG00000027939	2.16465409652147	3.19213209922564	1.7217888740293	2.82965699048158	1.76635776137644	2.19734564657109	1.73070039071474	2.54822161541411	2.87996385096801	2.48188772939725	2.4608203602757	2.6785200633495
ENSMUSG00000104649	5.3950439417717	5.6353955733141	5.56392642298442	6.09776588754318	5.54540429085655	6.80931366669682	6.02762447947221	6.05997630714392	5.37789931753219	6.48141219150168	5.5502594175732	5.62551630882048
ENSMUSG00000090733	7.99922342882499	8.27588444199246	8.43374239298588	8.15057721338921	8.3581598860304	8.11284402025026	8.89006781888841	7.91146516842103	8.07961456209224	8.64957747161836	8.51904620189577	8.4282669422205
ENSMUSG00000027937	6.64249603484235	7.54268362982555	7.01060484772855	6.97583381952573	6.65646219582467	6.31944648200696	7.06404669389623	6.64119486094415	6.72654904544726	7.01939255829774	7.01583105378945	5.72761293522504
ENSMUSG00000052310	7.35672344987263	7.5083539761117	8.07194435693582	7.71532228798541	8.07095588727412	7.41688826546821	7.79378033869866	7.42261955536479	7.58751870927956	7.89246377922043	7.89105704830176	7.41625496411718
ENSMUSG00000027936	5.22345921531873	4.35519348867076	3.59512087221674	4.55076451122966	4.2546263330433	3.83057031404082	4.39108758634293	4.06585013850908	3.59899848173892	4.16851728876505	3.75559224917414	3.54379555744885
ENSMUSG00000042404	5.87508963626179	5.92877965926511	6.29295083620477	5.97486785680752	5.92221325551602	5.81678228075566	4.85982756555508	5.60355236421568	6.23635150959706	6.17815067695561	6.07446650644371	6.17967435199325
ENSMUSG00000042390	2.3698800486882	3.40964795880405	3.27400257254086	2.96003666502594	2.87621445378804	2.87343600567941	2.63397056652332	2.85177405059606	2.31927467076309	3.47446488842919	2.89389914976248	3.32287908956298
ENSMUSG00000108394	1.15522809316703	1.39557972470942	1.32411057437975	2.61801364505845	1.82346600152923	1.85081749392385	1.78780863086753	3.11093240241261	1.13808346892752	1.86653505136017	2.5179286004285	1.38570046021581
ENSMUSG00000108689	2.88934067205239	3.70610268937389	2.42856532065106	2.34803981232981	2.41004318852318	2.95527224019515	2.17522597018897	2.27704080762771	3.40596029183815	2.97098979763148	2.93740512169118	3.8400830497736
ENSMUSG00000027932	2.25292810977917	3.01502746120664	2.42181059099189	2.95565005555064	2.40328845886401	2.94851751053598	2.1684712405298	3.97786771026447	2.23578348553966	2.45604784352723	2.93065039203201	3.31081051582117
ENSMUSG00000027933	4.39517297093566	5.02333515414047	5.11995038895346	5.27857672929379	5.10608693525425	5.49891938243883	4.94709605914023	5.29596579635329	4.96357626427779	5.53979028014392	4.94050312761451	4.59035922640734
ENSMUSG00000027931	1.35621920869368	2.11831856012115	1.97988822970875	1.44457618158515	1.50657955777852	1.48938153385019	1.27176233944431	1.37357717688305	2.5024966610935	2.06752616688682	1.51143468449518	2.41410161473569
ENSMUSG00000001016	4.7234165240339	3.66719336592174	5.02332540450555	4.54016409533463	4.85522946487715	3.97663117274219	4.57754332900911	4.45302758286487	4.54027676269907	4.34867016221694	4.52932768890233	4.10735625718277
ENSMUSG00000001018	6.1234774626309	6.51776625279567	6.87521605394413	6.67613036656953	6.45853473982403	6.44198713879735	4.79549784068043	6.35865763226747	5.93008761897384	6.04306650911371	6.47765523245703	5.33216520060632
ENSMUSG00000001017	6.71003807188494	6.88683508583362	6.45848387635263	6.41432974253141	6.16008315826085	6.72509154048103	6.2235489749203	6.69757258427838	6.45766677541696	6.52752558307965	6.30417560461995	6.90932266139766
ENSMUSG00000044080	4.77078526471578	4.38147906364412	5.3884421323132	6.62099699994525	4.80936534046393	4.27428975725824	4.77370796980223	4.80605979747394	5.9229714300555	5.2274956818317	5.50382793936319	5.72152764243699
ENSMUSG00000042312	5.49952859728861	5.79410709481634	5.77943151228825	5.82965699048158	5.69600061265611	5.98990835444711	5.56525724871554	5.54822161541411	5.87996385096801	6.4315431006271	5.7105598447361	6.82607207105908
ENSMUSG00000001021	2.19729525810507	2.43764688964746	2.36617773931779	2.28565223099654	2.34765560718991	2.33045758326158	2.82987579580557	2.21465322629444	2.87609145091571	2.90860221629821	2.35251073390657	2.42776762515385
ENSMUSG00000001020	4.39009472579997	4.63044635734236	5.01376374681504	4.47845169869144	6.54870189334639	4.52325705095648	7.62947509519938	5.05502709117219	5.888875191166	5.47646297552994	5.06781700805282	4.62056709284875
ENSMUSG00000001025	4.22965600058117	3.40347338861632	3.786790778089	3.2514787299654	6.03900816350509	3.29628408223044	7.06119936334376	5.1188260663195	5.7211742212817	4.79333693720004	4.988382223152	3.3935941241227
ENSMUSG00000063767	3.15260644054502	3.39295807208741	3.32148892175774	3.8553283863165	3.30296678962987	3.28576876570153	3.06814957129565	3.16996440873439	3.13546181630551	3.35572617429309	3.83032872279787	4.21048884658703
ENSMUSG00000056054	4.77078526471578	4.38147906364412	4.76479645311679	4.8438493778732	7.56006355066372	4.83671683285854	4.05667056285236	5.25141288328267	4.81992362491236	4.85243439029487	7.81673709719049	5.72152764243699
ENSMUSG00000056071	4.5520132881101	4.7923649196525	5.17568230912517	4.64037026100157	7.97094940667209	5.24760268886691	5.1845938258106	4.56937125629947	4.53486866387059	5.26332024630324	7.34817086438004	5.6098956941521
ENSMUSG00000042244	3.46747977789844	3.70783140944083	3.63636225911115	3.5558367507899	4.13571768626063	4.16306917865525	4.10006031559894	4.13241214327065	3.45033515365892	3.6705995116465	3.62269525369994	3.69795214494721
ENSMUSG00000056270	4.00134275895425	3.61203655788259	3.99535394735527	3.46004189923167	3.52204527542504	3.50484725149671	3.28722805709083	3.38904289452957	4.05048111915083	3.57480466008827	3.5269004021417	3.60215729338897
ENSMUSG00000105476	1.34839807380428	1.58874970534668	1.517280555017	1.43675504669575	1.49875842288913	1.48156039896079	1.26394120455491	2.0133304391765	1.33125344956477	1.55151780755235	2.02612035605713	2.40628047984628
ENSMUSG00000042165	3.13697578883126	3.37732742037365	4.38429048904273	3.83969773460273	4.18550147555791	3.83256518958807	3.05251891958189	3.15433375702063	3.11983116459174	3.34009552257932	3.81469807108411	4.71737599916652
ENSMUSG00000091421	4.06224989654618	4.82434924797364	5.30956459675765	4.15060686943764	5.41144485267169	5.73494626727902	5.81582181208185	4.07960786473554	5.56103036191221	4.77355685473932	5.42495040380764	5.12013230258818
ENSMUSG00000096879	2.51517651992973	2.75552815147212	2.68405900114245	2.6035334928212	2.66553686901457	2.64833884508624	2.43071965068036	3.18010888530195	3.19397271274036	3.22648347812287	2.67039199573123	2.74564888697851
