KO_fag	KO_NoFag	WT_fag	WT_NoFag
ENSMUSG00000028212	3.03338853249194	2.36842194749648	2.71407801193164	2.87655711630908
ENSMUSG00000040738	2.90691160507551	3.26325075720478	3.07298493603239	3.14318586627865
ENSMUSG00000045205	3.97513336223039	4.43918799255334	3.9713930965499	4.32440305139025
ENSMUSG00000089185	6.40815193797198	7.02187049591964	6.31806961672902	6.44887467481954
ENSMUSG00000040728	1.25837144619648	1.11026342912254	1.57888263523757	1.10271842487819
ENSMUSG00000040720	4.06251190269167	4.21718061911085	3.69813009555505	3.92697224192615
ENSMUSG00000086625	4.58373655162773	4.63932756040814	4.29727781512397	5.05243152484
ENSMUSG00000078773	1.56464945846936	1.44852219425578	1.35522068010533	1.22764618661673
ENSMUSG00000028214	5.08468676820767	5.69658795391478	5.14844627883568	5.70930703119985
ENSMUSG00000049225	2.52861046425415	3.34945686849766	3.36086710578961	3.30504240122985
ENSMUSG00000085614	3.56580193621161	3.63703670718454	3.5533582691542	3.88961201432809
ENSMUSG00000049488	2.1350423073153	2.50797223243716	1.86521031223527	2.92224978467486
ENSMUSG00000052137	2.93120199196674	3.27023598253691	3.54088270822938	3.71337901297395
ENSMUSG00000046667	2.85446563234428	3.55677163491406	2.77197304296369	3.21146339322724
ENSMUSG00000028218	2.18818297121934	2.83112124432684	2.03955169675697	2.64621774783008
ENSMUSG00000104211	-0.767713565302536	-0.90429354179626	-0.653898806743946	-0.84887250534986
ENSMUSG00000055963	2.07975331186906	2.15655930484397	2.05166397608849	2.38791948460149
ENSMUSG00000006586	0.725904882296369	0.977868755158109	0.85396654352467	1.01691771916481
ENSMUSG00000040550	5.05845562876743	4.75067712146553	4.91819747438546	5.09492215649044
ENSMUSG00000028221	4.98264166267816	4.80481750098757	5.37167022833644	5.02076555444689
ENSMUSG00000040536	1.32975145379687	1.37801919488877	1.68184845037603	1.77196385903548
ENSMUSG00000043252	3.51776344510109	3.55580308594664	3.43019128035936	4.13205141153009
ENSMUSG00000028223	3.74474782904759	3.99450190631794	3.84683686910423	4.26722060599318
ENSMUSG00000028224	4.28335519284071	4.78993874785896	5.39801715266113	4.88841485611341
ENSMUSG00000041153	4.40917474627777	4.03071070467406	2.98280887528231	3.96173654074451
ENSMUSG00000084408	3.512152066289	3.57736983520198	3.67194407182772	3.78929897814989
ENSMUSG00000041135	4.61573963115897	4.45261293108648	4.52501596238593	4.00300405582278
ENSMUSG00000085112	3.7204248234491	3.09102925128523	3.22410226755368	3.33547449068559
ENSMUSG00000073991	3.30598148733433	3.57917182826484	3.65807848391349	3.34670422418188
ENSMUSG00000056494	1.48337773820777	1.94148041539745	1.87633729723247	2.17707352504253
ENSMUSG00000028228	4.42164457747306	4.6426902677245	4.39617337880091	4.53345859927261
ENSMUSG00000028229	4.8987662113606	5.26838864323197	4.30207878359627	4.63225355150356
ENSMUSG00000041058	3.23068385458076	2.90447248252164	3.51210378288682	3.52636695866913
ENSMUSG00000073987	5.22729536015469	5.7430994607734	5.8826647527099	5.970861375576
ENSMUSG00000055761	1.14413626708434	1.39206505783271	1.50494304481048	0.963863430265128
ENSMUSG00000028252	4.59011348951831	4.13077801289863	3.9324420317899	3.81359457731925
ENSMUSG00000028251	4.1594698986035	4.06457475709849	4.1096682832312	3.73889220693004
ENSMUSG00000040455	2.99518157064729	2.89199722636641	2.58927076377246	3.05957315620154
ENSMUSG00000028248	4.64577208778741	4.97225081929125	4.43365581866447	4.28464368432752
ENSMUSG00000028247	3.0663659480192	3.35071510591699	3.72093567799874	3.95940901817583
ENSMUSG00000028246	1.00914169475111	0.702911756293979	0.782716601318239	1.19302166105038
ENSMUSG00000040410	5.01655134768849	4.67637380875323	4.39584721360001	4.93387286859269
ENSMUSG00000103000	2.42084023347491	2.39563396932961	2.67415921803828	2.48123156590371
ENSMUSG00000095139	1.43279399645803	1.68568098670184	1.14633591704923	1.27714097513975
ENSMUSG00000045751	1.92001138648547	2.05128314200163	1.40212402104136	2.84187124687477
ENSMUSG00000040387	1.09219207692149	1.18095317575823	1.34013563003428	1.58279297070268
ENSMUSG00000028261	4.9745767333471	4.60204469565468	4.14327148698022	4.75344072999613
ENSMUSG00000046219	1.74549921015371	1.57267274755973	1.43432268522487	2.06280145917309
ENSMUSG00000040359	5.18247871468611	4.73815113520996	4.92335326105934	5.03902164033135
ENSMUSG00000055373	0.751658458017182	0.191004175028144	0.483949111889864	0.18803804137989
ENSMUSG00000040520	3.92795989043674	4.30637226921741	3.35263140361289	3.8872611949069
ENSMUSG00000082977	3.68568591350089	3.94728488321239	3.85397270100921	4.3795271796931
ENSMUSG00000028289	0.634491251603311	0.686587388847947	0.323314726674475	0.886843400920799
ENSMUSG00000028284	3.90605351454231	3.95814467506451	3.80643860168531	3.68691530200234
ENSMUSG00000084440	6.80163329388438	7.05359716674612	7.15779450627458	6.84235603073193
ENSMUSG00000040270	3.05362777021958	3.68310047096751	2.45643097829644	3.1261367421415
ENSMUSG00000086150	3.87221561640055	4.26205044383636	4.8132718646791	4.54546416317954
ENSMUSG00000051056	2.83122908417959	2.65840262158561	2.78277496509266	2.86724377016161
ENSMUSG00000028282	3.38526533695377	3.64946268169534	3.74200761959191	3.56419751844341
ENSMUSG00000058006	4.39645051698962	4.17887354267757	3.71417506152815	4.03049783561322
ENSMUSG00000045854	5.03887679455446	5.3415971079319	4.84243860914733	4.82041894550461
ENSMUSG00000040183	1.26510617821768	1.89715766116927	1.43328902202338	1.86969057417608
ENSMUSG00000094344	5.60079558578377	5.70132340034105	6.33129880352364	6.4229865609879
ENSMUSG00000028278	1.54395346807346	1.77782073805334	1.73916708234147	2.2297063323481
ENSMUSG00000085037	2.96612354758189	3.52384304934243	3.24303221842115	3.55479198630937
ENSMUSG00000028277	6.51195303258795	6.55926668171124	6.40828354671101	6.25259797882327
ENSMUSG00000023267	2.82539816093732	2.91786216622297	2.5545895040495	2.97183821534138
ENSMUSG00000054659	2.84349841965117	3.43870628578013	3.01179564998732	2.88422115649872
ENSMUSG00000040128	6.16947672077847	6.96524243889477	5.88893191874837	6.71410851029666
ENSMUSG00000028274	4.17184897937872	4.1184092541235	4.11521720265324	3.75349244443506
ENSMUSG00000044288	1.22691132270549	1.28249943740139	1.2031756491386	1.32154840140809
ENSMUSG00000095588	5.22432766530328	5.08468898257616	5.58805158079396	5.15869806187309
ENSMUSG00000028291	4.50267146547291	4.52915022463858	4.2812978155196	4.51465862617267
ENSMUSG00000040044	5.23405496804167	5.05969191700905	4.59180150245869	4.94606503733895
ENSMUSG00000028292	4.71328734094769	4.9081531526593	4.9346993664918	4.77624577360737
ENSMUSG00000028293	5.8010825267843	5.76150400408766	5.73491075846788	5.67225402943265
ENSMUSG00000028295	4.72378691151114	5.01116588730109	4.62409149227685	5.05202525181461
ENSMUSG00000039967	3.98751808485004	3.81594970945079	3.80745833718269	3.67468037308087
ENSMUSG00000073910	1.60417632081207	1.13449158417652	1.71192688479508	1.62342744523099
ENSMUSG00000028300	5.43145362520084	5.45067254994063	5.22282502599487	4.94173260553512
ENSMUSG00000082762	4.57279415103551	4.51944915033657	4.46120871187851	4.85207850525612
ENSMUSG00000045083	0.886904510494468	1.09544490234375	1.21727314772189	0.706625009272759
ENSMUSG00000080969	4.43923984057698	4.14758158361696	4.0092315212821	4.60666400693874
ENSMUSG00000085632	2.59019865757432	2.63846639866621	2.75849588791047	3.12859511027958
ENSMUSG00000028405	4.94613951355099	5.29263352466658	5.27202406449997	4.55929115742689
ENSMUSG00000040296	5.18487930245964	4.44855386898751	4.74535019216043	4.21639824678804
ENSMUSG00000036822	5.24011455567211	5.19794109775106	4.97390661664082	5.08797742951022
ENSMUSG00000028407	4.03076898533456	3.96550197277325	4.61168906255345	4.83864333391306
ENSMUSG00000071014	7.38927177235075	6.77404654068308	7.56116756922792	7.24451521881964
ENSMUSG00000028411	3.64876443926737	3.22247737659654	3.51712937746464	3.49389090577305
ENSMUSG00000028410	6.38771463762215	5.9416888557568	6.25903904877023	6.53937595695049
ENSMUSG00000028409	6.49995485249279	6.65611080494114	6.65720966773392	6.75206505934776
ENSMUSG00000028413	8.52470455554336	8.62001469657653	7.7713658904705	8.00478893978304
ENSMUSG00000094959	7.94587587545525	7.56120107416148	7.21915459065633	7.34995964874685
ENSMUSG00000095871	7.48996324754415	7.93128466629543	7.21915459065633	7.34995964874685
ENSMUSG00000028416	5.14851452652387	5.10087322775411	5.42835438737647	4.83500522270414
ENSMUSG00000028419	6.88442987301451	6.92176223232575	6.77009260568105	6.54639427600615
ENSMUSG00000028423	5.31283728114762	5.30128871822198	4.79830982908071	5.36231812204509
ENSMUSG00000028430	5.18379528592303	4.73590036943555	4.61766314469449	4.81074975893104
ENSMUSG00000036241	4.28499484867357	4.51275923113674	4.64231212912438	4.52924190126427
ENSMUSG00000082186	3.77888933822809	4.37410046606293	3.90695657049771	4.03600464163697
ENSMUSG00000028433	4.10569322847906	4.48869038231874	3.82938627122371	4.47106471333219
ENSMUSG00000028436	6.41471338960137	6.40871368422826	5.77765851023039	6.18068666038024
ENSMUSG00000087938	7.57789665141505	8.87573057537935	7.88393869524158	7.8663576786965
ENSMUSG00000028437	5.67672792564042	5.82621582505977	5.48686771643964	5.76943006925062
ENSMUSG00000028438	1.84477809804739	1.33478130598444	2.09687098800833	1.38399090308621
ENSMUSG00000028443	5.3234143691632	5.19267400800763	5.38912123970256	5.49771408976032
ENSMUSG00000028441	3.21158550400344	3.68044626279854	3.3398270650333	3.98713077879028
ENSMUSG00000028439	3.77774964476071	3.25244196196083	3.90220282707893	3.84552601507711
ENSMUSG00000087623	3.1671663209287	3.42487223633956	3.15473721562	3.0271627221314
ENSMUSG00000061322	2.93267793777825	2.68096619735672	2.15228731746102	2.74683359816594
ENSMUSG00000073889	4.4973470473934	4.01388577179967	3.76500713103225	4.34143350394882
ENSMUSG00000036114	5.51008628048372	5.62147315237048	5.82537558960365	5.39190012392045
ENSMUSG00000028447	6.86778480517192	6.42845733214773	7.09910437648992	6.64591894792486
ENSMUSG00000036078	5.23151729631119	5.44210385739057	5.47828599094827	5.83544933729959
ENSMUSG00000036073	3.72421177469643	4.42432015866528	4.65686914589748	4.42104896538962
ENSMUSG00000036062	1.45184128910858	1.14863504965004	1.05451980779287	1.76929168209399
ENSMUSG00000036052	2.55020200102595	2.74805297373976	2.50492697676978	3.017369671411
ENSMUSG00000028452	6.83151630735316	6.420172292315	6.63517189520157	6.48667539285392
ENSMUSG00000028453	3.50972438859631	3.7263619090611	3.60420259877643	3.51326219002327
ENSMUSG00000028454	3.67221477569813	3.62696359643058	2.30614227204815	4.36892779648707
ENSMUSG00000028455	5.76826962361159	5.7328306380803	5.75363852723642	6.03944052123571
ENSMUSG00000036002	4.27608096403677	4.17308710631918	4.35475512633673	3.87647440943057
ENSMUSG00000096974	4.31576988173853	4.93781763613466	4.22568756049557	4.60678271860696
ENSMUSG00000028456	1.0631783082518	0.105506391146871	0.668324291315546	0.770804089137865
ENSMUSG00000028457	1.24515175839648	1.29724789564111	0.933975233467642	1.56245400741586
ENSMUSG00000035969	3.51920865166509	3.21289369861025	3.73118424202437	3.05311352923635
ENSMUSG00000028458	2.36551730283954	2.31243700716292	2.8988274351685	2.23719391278649
ENSMUSG00000028459	7.08220986885453	6.48451648541536	7.17021542156481	6.49617768751499
ENSMUSG00000028461	4.89144405735135	5.31303091001817	5.71340173285178	5.45480074160746
ENSMUSG00000051517	2.65845726333853	3.88777826812763	3.12401715778086	2.96639659896459
ENSMUSG00000028463	2.69507767744877	2.77595008629052	2.90353329897399	2.55507407865146
ENSMUSG00000028464	2.39896899363025	2.80179253910932	2.08788644090295	2.68249846927238
ENSMUSG00000028465	6.99308431213222	6.80269079760396	7.14741218616543	6.77810457167801
ENSMUSG00000028466	6.6725146918728	6.78303405280278	6.37050281848959	6.48714758523127
ENSMUSG00000028467	4.13044726704575	4.34555463180905	3.8739281470581	3.73986255515491
ENSMUSG00000028468	3.89930647731256	4.2646602301568	3.95861487802081	3.70842036254529
ENSMUSG00000028469	1.71699702843627	1.76914150918603	1.40591427003912	2.3283148900527
ENSMUSG00000028470	4.92870420884703	4.60362291522674	4.29744382795946	4.95589864122592
ENSMUSG00000043633	2.16462810277318	1.84980552349326	1.97368483984862	1.90342486893126
ENSMUSG00000078716	2.38796772744243	2.82498031965543	2.1020338087825	2.21536739501767
ENSMUSG00000028475	1.75674017848988	1.38963605054654	1.5096655397908	1.63238114632308
ENSMUSG00000028476	2.47238460517943	2.07519987035365	1.62722854814513	2.31918045871754
ENSMUSG00000028480	3.33636053040972	2.95911071019419	3.70347524697399	3.74670885775822
ENSMUSG00000028478	8.75447006452681	8.63684741026094	8.77147343474561	8.92983885984057
ENSMUSG00000028479	3.71114140533262	3.81226241820757	2.79923392457984	3.95447660427527
ENSMUSG00000084274	2.97379055361145	2.81329772016463	3.25020526994198	3.25119224838797
ENSMUSG00000035696	3.84279451467867	4.27881568474277	2.99018245383887	3.70807529871801
ENSMUSG00000035683	2.14705794270762	2.42024828363813	2.05697562146466	2.80901115408695
ENSMUSG00000035649	5.23419572458842	5.50415579696059	4.95274950470662	5.27202276655103
ENSMUSG00000094842	6.71849205858413	7.16586593500537	7.03337842365897	6.97560853519281
ENSMUSG00000035637	3.79159294981821	3.793748489699	4.86459567217181	4.37992673845627
ENSMUSG00000049657	2.94521904798666	3.04922392765214	3.06109511260312	3.25547019379966
ENSMUSG00000070997	2.20027275699335	2.45400247328547	2.21036279448584	2.65577033537141
ENSMUSG00000028318	4.60232265941214	4.22410119869988	3.99352586439572	4.36722664922633
ENSMUSG00000048232	3.33660205368949	2.98522277528852	2.82861982409264	2.3377267734672
ENSMUSG00000078713	6.06292935885585	5.74689064189038	5.9960285127463	5.89197297422247
ENSMUSG00000035615	1.95578561412398	1.35424922842623	1.47803552534638	2.22291390465927
ENSMUSG00000035601	3.92406756370267	4.06913712016308	3.89566495962585	4.12776701363162
ENSMUSG00000028322	6.2270982497404	5.77547800747429	6.00966873554514	5.90877438078589
ENSMUSG00000035572	2.52826410331551	2.85302174066017	2.3599447332126	2.72867357316089
ENSMUSG00000045973	4.08926862131084	3.99308948476546	4.32799565729826	3.8269964846694
ENSMUSG00000044813	2.22491175025755	3.0395838119024	2.73514658906597	3.02215398976318
ENSMUSG00000035561	3.06081158557082	3.13161327271276	3.5629040131662	2.80866103636593
ENSMUSG00000035551	2.23914654412892	2.06632008153494	1.92797001920008	2.5564487931483
ENSMUSG00000028327	2.5055283582473	1.47427679171368	1.92823679883352	0.732130803402924
ENSMUSG00000035517	4.94673251707433	4.43386346131358	5.17356890171463	4.11436879735291
ENSMUSG00000028328	3.04724793506466	3.73128120413855	1.6480187812797	2.2210591952509
ENSMUSG00000035495	4.26449500793937	4.05028274715177	3.40988991855034	3.43856153599284
ENSMUSG00000028330	5.99613492815015	6.09267810711441	5.5438869600984	5.70663029012044
ENSMUSG00000028329	3.82755742863784	4.21494714437987	3.68859333748242	4.23166124131991
ENSMUSG00000028331	4.89537606521019	4.80423707966148	3.94624665636828	4.85446281572718
ENSMUSG00000028333	5.79716637468263	5.216191779412	6.19333922216663	5.03004575673322
ENSMUSG00000028334	4.13856937529584	4.13947434434324	4.41005838532157	3.55330063077715
ENSMUSG00000039853	3.2712626539116	3.33490185681738	3.1888535536501	3.5728020617974
ENSMUSG00000028337	2.88091206518748	2.8972087593812	3.01699324389653	2.32033152656334
ENSMUSG00000039813	1.83201208965277	1.55201700162715	1.40702049532394	1.53608131438692
ENSMUSG00000039809	0.977348703628817	1.25049141415419	1.74069426841563	1.23457424675929
ENSMUSG00000066191	2.07676125406093	2.88159499352355	2.39639491245292	2.63898853066864
ENSMUSG00000039774	3.90955494690765	4.59165318018682	3.83507429378675	4.33477249046916
ENSMUSG00000028339	2.268796879478	3.04929848814834	1.76425252521791	2.82050912309314
ENSMUSG00000007613	7.51511347086594	8.28013030188666	7.15376078473592	8.02475732961137
ENSMUSG00000081152	3.49655301102154	3.7739274938768	3.86334084482169	3.35649261858608
ENSMUSG00000039740	5.29045560547026	5.0506108976483	5.18901645242558	5.48994682437234
ENSMUSG00000053317	6.73103931747607	5.96603114938276	6.96311965616595	6.45014233733833
ENSMUSG00000102450	3.85550393911892	3.90760938637138	3.99059162194877	3.9615587583401
ENSMUSG00000028341	2.14394656102305	1.77235390294022	2.15500319595843	1.42675401088132
ENSMUSG00000061455	3.33705414838562	3.93615820478149	2.87478336859979	3.35243340002849
ENSMUSG00000028343	6.5993240548065	5.77845098237798	6.43102637902412	6.34852748391352
ENSMUSG00000028344	2.3537347598174	2.42451678367965	1.98653130610348	2.30970533650904
ENSMUSG00000081953	3.69559165647405	3.9571930678458	4.54527062124084	3.95293603567206
ENSMUSG00000028345	5.44275884678222	5.00435560106371	4.802089783348	5.30270020789595
ENSMUSG00000084787	2.1533823620523	2.79557840698567	2.55053660959828	2.48035158344317
ENSMUSG00000063446	1.03726932919335	0.904804435531162	1.41174863944658	1.11365750185293
ENSMUSG00000044018	6.27593292948253	5.83302945465472	5.53369386742152	5.91299895061882
ENSMUSG00000039634	3.16289795226124	3.91061148770975	3.26247166968148	3.89377987507359
ENSMUSG00000028309	4.52957169530038	5.06802539480806	4.76388805716113	5.09509590285515
ENSMUSG00000039579	1.1171597780379	0.87608695915819	0.792270907757437	0.391059328539253
ENSMUSG00000085515	2.13921927819798	2.00675181284396	2.69009634965395	1.99920680859962
ENSMUSG00000028312	2.85377549996542	3.14270710089523	3.27270080880501	3.85379288628239
ENSMUSG00000015247	6.11747633523547	6.34775308747913	6.44135105876364	5.80605962644588
ENSMUSG00000015243	6.92060480333642	6.54095150097576	6.96063177627638	6.48501925022294
ENSMUSG00000086712	2.47421386000599	2.52248160109789	3.02179759020107	2.98155219226168
ENSMUSG00000028412	2.17706203264908	2.3233799633715	2.52645682977059	2.70186930047727
ENSMUSG00000054752	0.615444750166372	0.482986155613411	0.344636093278552	0.908164767524877
ENSMUSG00000028414	2.52533680714017	2.70551549804985	2.0359283333777	2.75108204649142
ENSMUSG00000028420	3.42290903125201	3.10643160653257	3.50536300514969	3.64014230541644
ENSMUSG00000084710	5.50935066074554	5.77094940523215	5.90259039601993	5.5500733975931
ENSMUSG00000060206	0.479417919083552	0.550652394217803	0.208601208401898	1.02441451931512
ENSMUSG00000028426	3.36970633118371	3.62557967469875	3.70608624177802	3.91194507235421
ENSMUSG00000003032	5.85889417572588	6.51251246240443	5.43198292438092	6.56379220832392
ENSMUSG00000028431	4.67242671773213	4.57621881676014	3.8637883347434	4.33169828069816
ENSMUSG00000038827	4.07413308625848	4.35492073010731	4.19400266302895	3.64603205466912
ENSMUSG00000038816	2.60504748552244	3.12279831107054	2.44369486897667	2.75025194646881
ENSMUSG00000055296	3.34867449674626	3.77999612408677	3.02616669641482	3.42085807517643
ENSMUSG00000028434	0.571511061360905	0.823474934222642	0.923608057940069	0.612233798208461
ENSMUSG00000038764	1.38075334658219	1.13604804392214	1.03114210011524	1.15390295346704
ENSMUSG00000028367	7.34124558919538	6.48854645345709	8.40067091352712	6.91408843792435
ENSMUSG00000028369	0.0855380453087164	0.165974436329371	-0.382101584792338	0.59612763807624
ENSMUSG00000057280	1.80163329388438	1.84990103497628	1.97427337848333	2.34002974658964
ENSMUSG00000050812	4.45725081439123	4.33954513839977	4.59153887709069	4.316637737273
ENSMUSG00000028378	4.52691768889678	4.4740402424928	4.1921140356832	4.53510266871573
ENSMUSG00000070972	2.88518941624724	3.11653659797986	2.25241182125244	2.8052254999631
ENSMUSG00000038607	5.23396467691287	5.60541212577552	4.8822868945548	5.54173989260861
ENSMUSG00000028381	4.05967331983247	4.31656490328157	3.9709702833478	3.75304132998437
ENSMUSG00000038578	2.36181747366992	2.0791903575402	1.82241384649282	2.1050123384304
ENSMUSG00000028382	5.97455099395157	5.86261308199441	6.07547435617627	5.63870614728309
ENSMUSG00000080831	5.81456291095429	5.87015102565019	5.74624881401675	5.658909889636
ENSMUSG00000028383	4.15045762670022	4.05089493577712	3.62612383668261	4.30209781285434
ENSMUSG00000045071	1.32948311295828	1.38237585058792	1.54058683003126	1.68887792555243
ENSMUSG00000038544	4.94447975130779	5.04064465643145	4.59000047719981	4.86905015850158
ENSMUSG00000028385	3.30143641239811	3.46240562007979	3.54084810562398	3.38551993598811
ENSMUSG00000080772	4.96857934324678	5.2311477451096	4.95179748327583	5.13662920893051
ENSMUSG00000073843	4.87672700153567	5.67645867312635	4.89622794034469	4.66376553601691
ENSMUSG00000028389	2.9054691639629	3.02688177960012	2.65563827889214	2.68700838652248
ENSMUSG00000066152	7.70476214288968	6.92740877120939	7.23827576228343	6.34612178126859
ENSMUSG00000066151	5.9079036895009	6.01440799810588	5.50489108470782	5.85379926783519
ENSMUSG00000066150	6.85538987845429	6.1963269520843	6.13432678757113	5.45564036603021
ENSMUSG00000066149	4.14417886320759	3.64561263544828	3.00235045019069	3.66905709426149
ENSMUSG00000066148	4.82567386918118	4.10776000843922	4.2454095425958	4.08508138896621
ENSMUSG00000028391	1.65838063052244	1.92300797507702	2.4906485573456	2.75600701181057
ENSMUSG00000028392	2.85362266505811	2.9338667468195	2.3945216771669	2.52532673525741
ENSMUSG00000038422	4.14364700268264	3.70018054746131	3.85594740903844	3.83022047161678
ENSMUSG00000028393	4.88439294979591	4.40758313780173	4.60969316884776	4.8995652496981
ENSMUSG00000028394	5.09154681855739	4.54944489939309	5.25498372233387	4.57702371855954
ENSMUSG00000058046	3.26191136432141	2.93245309671312	3.27742509089561	2.92490809246878
ENSMUSG00000059810	1.8235216306511	2.16404029501171	1.88311801442406	1.99377000801976
ENSMUSG00000028358	1.16288110596203	0.924454854433968	1.53954890606987	0.533939865562118
ENSMUSG00000045672	3.37112652059828	4.21600815222642	3.59055222486777	4.09374340287091
ENSMUSG00000028359	4.74045853883968	4.36224322349215	4.44267008451515	4.97547302844791
ENSMUSG00000061540	4.47635759978521	4.85607869286962	4.25673100578592	5.04553123949708
ENSMUSG00000039158	6.03516573277775	6.78466295662244	5.89198945970541	6.61503421082126
ENSMUSG00000086953	3.75649079430761	3.62401962755995	3.9649126253272	4.147975227828
ENSMUSG00000039137	2.76041879333434	4.11309432386192	3.44392237362124	4.21563798722784
ENSMUSG00000039105	7.21938345873794	7.47635373538205	7.72259374874652	7.26804484234335
ENSMUSG00000045917	6.55020472640177	6.56550186211033	5.73109310460538	6.40340816521616
ENSMUSG00000058935	4.63364217924211	4.30418391163383	4.61207738293213	4.29663890738948
ENSMUSG00000028362	2.76831623667848	2.68473513548085	2.71011111710648	2.26929964362602
ENSMUSG00000028364	0.760206157660875	1.21840065993914	0.888267818889176	1.01731504732877
ENSMUSG00000073821	1.86958882666593	1.73713023211297	1.81692415224937	2.19340813685596
ENSMUSG00000028370	0.6704936786536	0.713623665239147	0.427968749628469	0.793508779516412
ENSMUSG00000051675	4.49953440315928	4.50684097731283	4.03676736730818	4.75662643885326
ENSMUSG00000039005	4.94831394887354	5.44537427285513	4.89883621320593	5.19857447952383
ENSMUSG00000028351	1.09065179354015	1.36379554677515	1.64202124847516	1.59793291368027
ENSMUSG00000046341	5.09158935571506	5.31786885830961	5.04313523662813	4.91121788887674
ENSMUSG00000039298	1.61742043096163	2.13355616618418	1.7291527409754	2.52710791810322
ENSMUSG00000039270	1.98907599976485	2.01210902279628	2.11847709039859	2.49987169778832
ENSMUSG00000082432	3.12860074757279	2.99614215301983	3.12051449652688	3.23888724879637
ENSMUSG00000008305	1.92778224838242	2.28574675445012	1.16538882644266	1.43035871829625
ENSMUSG00000043003	1.57366007441388	1.64519681412335	1.10585174447074	1.23665680256125
ENSMUSG00000049122	1.53318869606135	1.16625215433024	1.6997894082273	1.37520800717011
ENSMUSG00000028397	4.29929298565428	3.7528552660002	4.16581373184378	4.21342619980004
ENSMUSG00000085482	4.52440500646783	5.15658783691161	4.43432268522487	4.85157139651675
ENSMUSG00000028398	5.40269597258015	6.03241648622361	5.9455902721202	5.53489069469345
ENSMUSG00000028399	0.241229503988585	0.447052631593447	0.305669439506346	0.356134358973122
ENSMUSG00000083496	4.13545443478747	4.18372217587937	4.48755143136663	4.60890078779083
ENSMUSG00000083219	3.52566665503174	3.78726570963972	3.91482437110735	4.09788044006751
ENSMUSG00000005994	2.21870993843682	2.48030868292343	2.39135002303577	2.50972277530526
ENSMUSG00000028402	0.473566286426792	0.550341239398978	0.470358674880398	0.744404234258329
ENSMUSG00000087540	2.23306523141389	2.50624734962084	2.78827369567845	2.52407601628444
ENSMUSG00000087110	2.36958802269826	2.42169506193192	2.53767453692577	2.47563987287165
ENSMUSG00000008575	0.738539718395945	0.445624200418369	-0.274339193256601	0.622409114855834
ENSMUSG00000028403	3.15591409830636	2.84863229300166	2.98182357918834	2.75720933039879
ENSMUSG00000059049	0.0956827158057401	0.794857472900762	0.732051916048871	0.204083361871266
ENSMUSG00000083245	3.88921147876551	3.96042742897858	4.25979974721432	3.99943022920687
ENSMUSG00000038172	4.08077254265992	4.01636562516294	3.8170055927055	4.27844800330751
ENSMUSG00000028483	3.64082823244998	3.9751550843451	3.56536757008397	3.82934551453931
ENSMUSG00000028484	2.50483156742033	2.70685354222516	3.32561245624829	2.93266066869957
ENSMUSG00000052407	1.51850413398972	2.35494875167632	2.03199551136448	2.51969329705931
ENSMUSG00000028487	0.908544018911439	1.13482352150598	0.597367493982599	0.978462652093999
ENSMUSG00000083743	5.42218149787604	5.67414537073778	5.59047872821219	5.8956278508794
ENSMUSG00000038070	1.41437471233153	1.76650725970419	1.61267435683627	2.08735374909855
ENSMUSG00000066113	0.265145713839924	0.502301055418851	0.359184701473627	0.37112862989537
ENSMUSG00000070934	5.68460671803728	5.63714683488324	5.30832613217473	5.46794016758563
ENSMUSG00000038047	2.98103123092049	2.69966544589112	2.00022607084998	3.4610950226856
ENSMUSG00000028494	7.66936216479848	6.01784652109572	8.22230241724702	5.77936289029434
ENSMUSG00000038024	2.80771169661276	2.96029164304111	2.62444402599138	2.92383181196763
ENSMUSG00000028495	8.22535423805861	7.63768329409488	8.22304504196065	7.86630441062671
ENSMUSG00000038007	1.52920450139625	1.32783965947324	0.788651657644536	1.83467415922096
ENSMUSG00000037996	0.476692569122942	0.380864243405199	0.275971132810842	0.148396639322243
ENSMUSG00000028496	1.33500303076059	0.738274032700094	0.682665900208789	0.423277769293083
ENSMUSG00000038368	2.72362043195121	2.64836638256595	2.4695812977119	2.36718243837157
ENSMUSG00000028497	3.60365349433901	3.24021454025285	3.15673310249167	2.68998304037098
ENSMUSG00000070923	5.27183165289442	5.26019728473935	4.78023867581705	5.2466572378408
ENSMUSG00000062937	5.32763429064852	5.60056717766147	5.2916156395485	4.8572864664799
ENSMUSG00000088504	7.32758730394113	6.60326106739315	6.46491100505829	6.81219653895009
ENSMUSG00000073802	3.42413351128021	3.29167491672725	3.59550417221451	3.28412991248291
ENSMUSG00000008489	0.663122847043645	0.711390588135544	1.57923693503354	0.920349927045567
ENSMUSG00000100863	3.70556588413986	3.97875622507037	3.83362754536816	4.24396233684512
ENSMUSG00000087517	4.27966170386763	4.33175784111227	4.18662916141006	4.09929023702931
ENSMUSG00000087128	4.32902217421051	3.82415146356437	4.13205821381574	4.06688543882669
ENSMUSG00000028578	2.21607694244099	2.32152577291922	2.46403279349996	2.67889153604343
ENSMUSG00000028577	5.27402633821182	4.99353266184064	4.84076080020611	4.9928209647814
ENSMUSG00000028576	3.67553231573924	4.24586686534088	3.52582883537073	3.83512131798626
ENSMUSG00000077921	7.52515267600645	7.60602508484821	7.51272357069775	7.38514907720915
ENSMUSG00000006386	1.8366485395429	1.75533903517343	1.65044479021718	1.73927077915305
ENSMUSG00000028575	3.53520634067038	3.78396046185886	3.26439768378256	3.61158889469342
